SITE ID,SITE NAME,SUB REGION,CLASSIFICATION,CLASS,CONTRACTOR,REGIONAL SUPERVISOR,SDM,Lat,Long,Other remarks,
607625,Seeta-Kigunga,Kampala East  ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.37110685,32.72420815,,
607340,Kyaliwajjala_A,Kampala East  ,Urban,P4,Netis,Benbridge Mulongo,William Bwire,0.3859117,32.6528267,,
607776,Bugolobi Flats,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.3085501,32.6277117,,
607637,Sonde Town,Kampala East  ,Urban,P4,Netis,Benbridge Mulongo,William Bwire,0.39681265,32.68381767,,
607527,Nalumunye,Kampala West ,Urban,P4,Camusat,Christopher Alituha,Faridah Nantege,0.23625585,32.53701312,,
607206,Katabi Estates,Kampala West ,Urban,P4,Camusat,Christopher Alituha,Faridah Nantege,0.08858,32.46834667,,
607053,Bulaga,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.33101543,32.48391634,,
607503,Sky Marriot- Naguru,Kampala East  ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.347376667,32.60417,,
607429,Masoli,Luwero ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.42203,32.586865,,
607013,Bbira,Kampala West ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.3053457,32.48887518,,
608178,Magogo,Mukono ,Rural,Silver-P3,Netis,Samuel Naseke,William Bwire,0.698641667,33.107485,,
607417,Makindye-Kayemba,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.291981667,32.57978833,,
607668,Namanve Industrial Park,Kampala East  ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.3425626,32.69155788,,
607670,Bugolobi Village Mall,Kampala South ,Urban,P4,Netis,Salim Kinene,William Bwire,0.3197317,32.6171733,,
607669,MUTUNGO TC,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.3228489,32.6421234,,
609356,Rubingo,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.61886,30.26691333,,
607671,Kilangira_Mukono,Mukono ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.354165,32.781105,,
607672,Kagoma_Kawanda,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.41205948,32.53243266,,
607675,Nateete_kabojja,Kampala West ,Urban,P4,Camusat,Christopher Alituha,Faridah Nantege,0.2935,32.52733302,,
607674,Bunga_Soya,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.274565,32.612055,,
607676,Gogonya,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.285575,32.597405,,
607677,Kitetika,Luwero ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.398806667,32.58267833,,
607678,Nabweru2,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.3574425,32.5403203,,
607679,Mbuya,Kampala South ,Urban,Platinum-P1,Netis,Salim Kinene,William Bwire,0.323343333,32.63016333,,
607681,Nalukolongo,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.291466667,32.54769833,,
607680,Kisingiri,Mityana ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.31079622,32.56341199,,
609357,Butanda,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-1.442405,29.9105633,,
607682,Kampala Boulevard,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.312118333,32.58176,,
607692,Kansira,Kampala North,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,1.55751995,32.35634947,,
607693,Lwengo,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.416743333,31.45795,,
608289,Namungalwe,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.6800022,33.46070135,,
607690,Buziranduulu,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.5775929,31.5600696,,
607691,Kuleekana,Kampala South ,Rural,Silver-P3,Netis,Salim Kinene,William Bwire,0.263948333,32.59662333,,
607689,Kiweeka,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.5402235,31.227126,,
607688,Gayaza Town,Luwero ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.44826986,32.61247521,,
607687,Nakivubo Mews,Mityana ,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.31122465,32.57541169,,
607686,Kawempe X,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.38263679,32.55640257,,
607683,Ggangu,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.248803333,32.58859333,,
608683,Arua airfield,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0490911,30.9168464,,
608288,Ngenge,Mbale  ,Rural,Silver-P3,Netis,Jude Musana,William Bwire,1.572931667,34.53778,,
607684,Upper Buziga,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.24872,32.619165,,
607699,Nabuti,Mukono ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.352320617,32.75111435,,
608684,Ojwina_cap,Lira ,Rural,P4,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.23035134,32.86815799,,
607697,Kasenge_Kazinga,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.2658,32.5088813,,
607698,Kyamasansa,Mityana ,Rural,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.544111667,31.75719,,
607694,Bukalasa college,Luwero ,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.659461667,32.52999,,
609358,Matale,Hoima  ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.781585,31.1613967,,
607695,Lwabagabo,Mityana ,Rural,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.5370217,31.394905,,
607696,Wazele,Masaka ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.01505549,32.04345618,,
607685,Seeta_Baggala,Kampala East  ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.3689003,32.70752458,,
607718,Wankulukuku,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.27735309,32.55219462,,
607719,Temangalo,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.37487538,32.47567409,,
608293,Bugembe Town,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.468808333,33.246545,,
607715,Kisimbiri,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.4196914,32.4772799,,
607716,Lukaya Central,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.1219525,31.8782805,,
607717,Mabanda,Kampala West ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,0.2011705,32.1721364,,
608291,Nawaikoke Town,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,1.084651667,33.40547833,,
608292,Buseyi,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.619018117,33.49300265,,
607714,Nkonge,Luwero ,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.84103927,32.50271423,,
607712,Magere,Luwero ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.423188333,32.60655833,,
608290,Bukooma,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.873505,33.34648833,,
607713,Lubale,Mukono ,Rural,Silver-P3,Netis,Samuel Naseke,William Bwire,0.263175,33.37989167,,
607709,Kikubampanga,Luwero ,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.32475937,32.55998967,,
607710,Njeru Town,Mukono ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.418738333,33.14110167,,
607711,Butego,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.3070422,31.7330612,,
607707,Seguku_Zana,Kampala West ,Urban,P4,Camusat,Christopher Alituha,Faridah Nantege,0.245106667,32.552575,,
607708,Bulayi,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.337185,31.7979384,,
607706,Kitokolo,Mityana ,Rural,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.6171542,31.8627062,,
607700,Sentema X,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.37561858,32.41979624,,
607701,Lutunku,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.345215,31.7321933,,
607702,Kawoko,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.180971785,31.6930616,,
607703,Mityana North,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.4131272,32.0451389,,
607704,Nsololo,Mityana ,Rural,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.498802,31.8651267,,
607705,Bigasa,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.116857141,31.63416171,,
607720,Namataba Town,Mukono ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.381225,32.83996667,,
607722,UNBS Mbalwa,Kampala East  ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.369241667,32.66561167,,
608296,Magwa Barracks,Mukono ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.440111667,33.21210833,,
608297,Sagitu Island,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.021076667,33.639695,,
608685,Okere,Lira ,Rural,Silver-P3,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.562206667,33.31448333,,
607721,Kiryagonja,Kampala North,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.45926567,32.51377455,,
609359,Kabwohe Town,Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.5799769,30.3783592,,
608295,Makalungi Island,Jinja ,Urban,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.070371667,33.4734,,
607723,Nakagongo,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.148593206,31.50381625,,
607724,Kyebando_Nsumbi,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.3616801,32.5191526,,
607725,Watubba X,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.43980903,32.53991312,,
607726,Nakaseta,Luwero ,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.79870178,32.40818838,,
608686,Lima,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.559371667,31.07389667,,
607727,Kavumba,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.40246607,32.45837167,,
607728,Mutuba Gardens,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.3334481,31.7418827,,
608298,Kamuli X,Mukono ,Rural,Silver-P3,Netis,Samuel Naseke,William Bwire,0.940006667,33.13514167,,
608294,Namulaba,Mukono ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.437823333,32.92692,,
609360,Kakoba,Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.603963333,30.703565,,
607729,Naluvule X,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.3909481,32.51826245,,
607730,Busega St.Anthony,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.30410855,32.52101872,,
607731,Mugema road,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.337525,32.553005,,
608299,Bugumba X,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.618256883,33.47121215,,
607732,Kyotera X,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.627725506,31.53848807,,
607733,Kyengera X,Kampala West ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,0.29893932,32.50793578,,
608300,Bulucheke,Mbale  ,Rural,Silver-P3,Netis,Jude Musana,William Bwire,1.010293333,34.3897,,
608301,Okwangalete,Soroti  ,Rural,Silver-P3,Netis,Moses Wandera,William Bwire,1.497874017,33.10346033,,
607734,Kirinya Bukasa,Kampala East  ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.3223,32.67453667,,
607735,Maya,Kampala West ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,0.2750871,32.436932,,
608302,Ikulwe,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.44139,33.49157333,,
608687,Lukwor,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.6860104,32.6569221,,
608303,Ngariam,Soroti  ,Rural,Silver-P3,Netis,Moses Wandera,William Bwire,1.954403617,34.09681858,,
607736,Kikajjo,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.25945,32.57775,,
607737,Kivumu,Luwero ,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.770778333,32.25871333,,
607738,Nakiwogo Rd,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.061036667,32.45833333,,
607744,Nabweru Kisimu,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.3838006,32.5412135,,
607742,Namungoona Estates,Luwero ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.333261667,32.53842833,,
607739,Mpigi X,Kampala West ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,0.211139,32.3494095,,
607740,Kasaali,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.2245188,31.8460194,,
607743,Kyabiyi,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.0051396,31.5015098,,
607741,Nyiize,Luwero ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.546648333,33.03998667,,
608304,Ocholokoboi,Soroti  ,Rural,Silver-P3,Netis,Moses Wandera,William Bwire,2.2299581,33.75771283,,
607745,Masode,Hoima  ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.932376667,31.73718,,
607746,Kinawataka road,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.338621667,32.63866333,,
607749,Nakisunga,Mukono ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.2650683,32.7962517,,
608689,Palenga,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.1019502,33.0245364,,
607750,Nsimbiziwoome,Kampala East  ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.35456,32.602875,,
607747,Nalusugga,Kampala North,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.43052103,32.53549795,,
607748,Kevina Road,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.302673333,32.57988667,,
608688,Omia Pachwa,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.20963627,33.45219029,,
607751,Mukudde,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.3158696,31.7605825,,
607752,Wankulukuku Road,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.25390137,32.54628127,,
607753,Kimanya,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.344433333,31.73091833,,
607759,Kungu,Luwero ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.406196667,32.60727667,,
607758,Kisozi Kitemu,Kampala West ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,0.2509616,32.4660358,,
607755,Katebo,Masaka ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.049614,32.1724585,,
607756,Mutundwe RingRd,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.28183128,32.52653848,,
607757,Makamba Rd,Mityana ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.3160782,32.54253552,,
607754,Suna Road,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.289925,32.56620167,,
607760,Kajjansi Town,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.209551667,32.54062667,,
607761,Lyamutunde,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.086053333,32.51380167,,
607762,Kikaya Margaret SS,Luwero ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.359971667,32.588955,,
607764,Naguru IOV,Kampala East  ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.3338333,32.6156817,,
607765,Kiwenyu,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.253951667,32.60661833,,
607763,Kasozi,Kampala West ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,0.0799081,32.2032366,,
607766,Namirembe Road,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.31249,32.57087,,
607767,Ttula road,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.37307974,32.5680527,,
607768,Bwerenga,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.129716667,32.55543833,,
607769,Kirinya X,Kampala East  ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.337666667,32.66577,,
608690,Akuca,Gulu ,Urban,Silver-P3,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.48763978,32.48806533,,
608338,Bunya Rd,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.603252917,33.48169508,,
607772,Zimuddi,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.40981245,32.31688304,,
607771,Kafumbe Mukasa Rd.,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.30883224,32.57351687,,
607770,Bbira_Kirekka,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.35053533,32.50078474,,
607773,Salaama Rd_Bukejje Zone,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.271063333,32.585395,,
607774,Riham Kawempe,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.37237135,32.55762852,,
609361,Makenke,Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.568828333,30.69602167,,
607777,Kyungu,Mukono ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.3433447,32.73400998,,
607778,Kabanga,Mukono ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.198573333,32.68823,,
608696,Ajie/ Arua university,Arua  ,Rural,Gold-P2,I-Engineering,Innocent Ayiko,Allan Kavuma,3.000981667,30.91309167,,
607907,Kisaasi Roundabout,Luwero ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.365916667,32.60425333,,
607905,Nansana Stabex/Kyagulanyi Ministries,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.3496552,32.5376636,,
609383,Katiirwe,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.271258333,31.0132,,
607916,Tweyanze,Luwero ,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.726865,32.57916333,,
608322,Balawoli,Mukono ,Rural,Silver-P3,Netis,Samuel Naseke,William Bwire,1.14418,32.98137833,,
607913,Bukwata,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.48103832,32.20220212,,
607912,Kitetika2,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.4302215,32.56974073,,
609397,Nshunga,Fort Portal   ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,0.1331967,30.8068717,,
608709,Amwoma,Soroti  ,Rural,Silver-P3,Netis,Moses Wandera,William Bwire,2.011476667,33.13192667,,
609370,Kambeho,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.424698333,30.14236167,,
607921,Kigoma,Mityana ,Urban,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.34318715,32.4862808,,
608320,Bugabwe,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.580633933,33.48532617,,
609412,Ruhoko,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-0.9008417,30.314855,,
608344,Buyunda,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.45897,33.94142667,,
607904,Kibumbiro_bypass,Mityana ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.3193466,32.52375905,,
609379,Ngangi,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.5936325,31.2025285,,
608712,Labworomor,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.1164576,32.3650966,,
609402,Nyakarama North,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-0.698957,30.2986394,,
607775,Kiteza,Mukono ,Rural,Silver-P3,Netis,Samuel Naseke,William Bwire,0.357118333,32.93858167,,
607006,Entebbe Airport,Kampala West ,Urban,P4,Camusat,Christopher Alituha,Faridah Nantege,0.04549,32.44315,,
607347,Kyanja2,Luwero ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.394806667,32.59328833,,
609384,Lusalira,Mityana ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.49242,31.2729733,,
608711,Paduny,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.9576592,32.3923687,,
609368,Rwengaju,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.710005,30.31391167,,
609381,Migamba,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.41562,30.88926167,,
607940,Lyakajula,Masaka ,Rural,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.490860804,31.26859515,,
608340,Mbale Aisa,Mbale  ,Rural,Silver-P3,Netis,Jude Musana,William Bwire,1.138733333,34.21260333,,
608343,Masaba,Jinja ,Rural,Silver-P3,Netis,Jude Musana,William Bwire,0.374253333,33.95496833,,
608710,Ariya,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.7720025,32.3483922,,
608699,Ndavu,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.8008,31.32838,,
608714,Amunamun,Lira ,Rural,Silver-P3,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.071196667,32.90873833,,
608342,Kirerema,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.767980417,33.72545968,,
607914,Jjalamba,Masaka ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,0.0931136,32.0779324,,
608328,Kamusabi,Luwero ,Rural,Silver-P3,Netis,Samuel Naseke,William Bwire,0.892747,32.8103563,,
609398,Buramba,Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.524128326,30.1450478,,
608323,Buyere,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.434733333,33.56023,,
609401,Nkinga,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-0.5753229,30.0354509,,
609378,Kyatega,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.464755,30.974055,,
607915,Namyera,Luwero ,Urban,Silver-P3,I-Engineering,Robert Otim,Allan Kavuma,0.654138895,32.39070039,,
607906,Tubuga road,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.3041397,32.5971375,,
608713,Burlobo,Lira ,Rural,Silver-P3,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.269194533,32.93798145,,
608346,Ramogi,Mbale  ,Rural,Silver-P3,Netis,Jude Musana,William Bwire,0.7696,34.10640167,,
609411,Rwanyena,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-1.372375,29.9470133,,
608341,Nawire,Mbale  ,Rural,Silver-P3,Netis,Jude Musana,William Bwire,0.832573333,34.01188833,,
608321,Balisanga,Luwero ,Rural,Silver-P3,Netis,Samuel Naseke,William Bwire,1.0237333,32.8178183,,
609413,Kakyerere,Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.434776667,30.51772667,,
609374,Bujogoro,Hoima  ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.834373333,30.93088333,,
609377,Rubumbo,Hoima  ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.964943333,31.36782,,
609382,Rutaraka,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.312821667,30.87610333,,
609372,Kigoyera,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.901226667,30.556275,,
608345,Bumunji,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.385196667,34.07681167,,
608716,Abilonino,Lira ,Rural,Silver-P3,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.23582567,32.64491346,,
609403,Nyakihita,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-0.7698125,30.0835999,,
608347,Bunamori,Mbale  ,Rural,Silver-P3,Netis,Jude Musana,William Bwire,1.0835,34.30748,,
608708,Lapianat (Oilango X),Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.7213611,32.3563572,,
607898,Seeta-Bajjo,Kampala East  ,Urban,Silver-P3,Netis,Samuel Naseke,William Bwire,0.3850177,32.71891002,,
609373,Irindimura,Hoima  ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,1.177931667,31.21506167,,
609369,Nyabweya,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.461291667,30.28973167,,
608717,Losakucha,Soroti  ,Rural,Silver-P3,Netis,Moses Wandera,William Bwire,3.098906667,33.93360833,,
608698,Alivu,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.1023829,30.8750215,,
609395,Kitunga,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-1.0605654,30.048267,,
609415,Kayanga,Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.1207336,30.7913583,,
608324,Bukewa,Jinja ,Rural,Silver-P3,Netis,Emmanuel Kafuko,William Bwire,0.27506,33.71898,,
